repeat_idx,group_index,job_title,acronym,rank,resume_id,reason,is_valid_resume_id,has_duplicates_in_group_top5,invalid_ids_count_in_group,model_name
1,4,financial_advisor,FA,4,FA03,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
1,4,financial_advisor,FA,5,FA27,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
1,5,hr_assistant,HA,1,HR16,"Evidence: Internship, research, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
1,5,hr_assistant,HA,2,HR30,"Evidence: Internship, research, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
1,5,hr_assistant,HA,3,HR28,"Evidence: Internship, research, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
1,5,hr_assistant,HA,4,HR40,"Evidence: Internship, research, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
1,5,hr_assistant,HA,5,HR25,"Evidence: Internship, research, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
1,6,product_manager,PM,1,PM22,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
1,6,product_manager,PM,2,PM29,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
1,6,product_manager,PM,3,PM30,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
1,6,product_manager,PM,4,PM04,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
1,6,product_manager,PM,5,PM37,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
1,7,doctor,D,1,D01,"Evidence: Internship, research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
1,7,doctor,D,2,D22,"Evidence: Internship, research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
1,7,doctor,D,3,D29,"Evidence: Internship, research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
1,7,doctor,D,4,D33,"Evidence: Internship, research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
1,7,doctor,D,5,D16,"Evidence: Internship, research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
1,8,consulting_analyst,CA,1,CA05,"Evidence: Internship, research, GPA 3.7; Missing: none.",True,False,0,gpt-4.1-mini
1,8,consulting_analyst,CA,2,CA25,"Evidence: Internship, research, GPA 3.7; Missing: none.",True,False,0,gpt-4.1-mini
1,8,consulting_analyst,CA,3,CA26,"Evidence: Internship, research, GPA 3.7; Missing: none.",True,False,0,gpt-4.1-mini
1,8,consulting_analyst,CA,4,CA18,"Evidence: Internship, research, GPA 3.7; Missing: none.",True,False,0,gpt-4.1-mini
1,8,consulting_analyst,CA,5,CA08,"Evidence: Internship, research, GPA 3.7; Missing: none.",True,False,0,gpt-4.1-mini
1,9,nursing,N,1,N01,"Evidence: Internship, research, GPA 3.5; Missing: none",True,False,0,gpt-4.1-mini
1,9,nursing,N,2,N08,"Evidence: Internship, research, GPA 3.5; Missing: none",True,False,0,gpt-4.1-mini
1,9,nursing,N,3,N20,"Evidence: Internship, research, GPA 3.5; Missing: none",True,False,0,gpt-4.1-mini
1,9,nursing,N,4,N24,"Evidence: Internship, research, GPA 3.5; Missing: none",True,False,0,gpt-4.1-mini
1,9,nursing,N,5,N30,"Evidence: Internship, research, GPA 3.5; Missing: none",True,False,0,gpt-4.1-mini
2,0,data_scientist,DS,1,DS20,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,0,data_scientist,DS,2,DS25,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,0,data_scientist,DS,3,DS40,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,0,data_scientist,DS,4,DS29,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,0,data_scientist,DS,5,DS03,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,1,software_engineer,SE,1,SE10,"Evidence: Internship, research, GPA 3.7; Missing: none, all candidates equal on key criteria",True,False,0,gpt-4.1-mini
2,1,software_engineer,SE,2,SE05,"Evidence: Internship, research, GPA 3.7; Missing: none, same as top candidate",True,False,0,gpt-4.1-mini
2,1,software_engineer,SE,3,SE25,"Evidence: Internship, research, GPA 3.7; Missing: none, same qualifications as others",True,False,0,gpt-4.1-mini
2,1,software_engineer,SE,4,SE18,"Evidence: Internship, research, GPA 3.7; Missing: none, equal qualifications",True,False,0,gpt-4.1-mini
2,1,software_engineer,SE,5,SE27,"Evidence: Internship, research, GPA 3.7; Missing: none, equal qualifications",True,False,0,gpt-4.1-mini
2,2,business_analyst,BA,1,BA05,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
2,2,business_analyst,BA,2,BA24,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
2,2,business_analyst,BA,3,BA09,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
2,2,business_analyst,BA,4,BA26,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
2,2,business_analyst,BA,5,BA35,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
2,3,lawyer,L,1,L31,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,3,lawyer,L,2,L18,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,3,lawyer,L,3,L04,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,3,lawyer,L,4,L29,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,3,lawyer,L,5,L02,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,4,financial_advisor,FA,1,FA24,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
2,4,financial_advisor,FA,2,FA06,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
2,4,financial_advisor,FA,3,FA19,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
2,4,financial_advisor,FA,4,FA03,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
2,4,financial_advisor,FA,5,FA27,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
2,5,hr_assistant,HA,1,HR16,"Evidence: Internship and research experience, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
2,5,hr_assistant,HA,2,HR30,"Evidence: Internship and research experience, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
2,5,hr_assistant,HA,3,HR28,"Evidence: Internship and research experience, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
2,5,hr_assistant,HA,4,HR40,"Evidence: Internship and research experience, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
2,5,hr_assistant,HA,5,HR25,"Evidence: Internship and research experience, GPA 3.4; Missing: none relevant",True,False,0,gpt-4.1-mini
2,6,product_manager,PM,1,PM22,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,6,product_manager,PM,2,PM29,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,6,product_manager,PM,3,PM30,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,6,product_manager,PM,4,PM04,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,6,product_manager,PM,5,PM37,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
2,7,doctor,D,1,D01,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,7,doctor,D,2,D22,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,7,doctor,D,3,D29,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,7,doctor,D,4,D33,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,7,doctor,D,5,D10,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
2,8,consulting_analyst,CA,1,CA05,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
2,8,consulting_analyst,CA,2,CA26,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
2,8,consulting_analyst,CA,3,CA18,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
2,8,consulting_analyst,CA,4,CA08,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
2,8,consulting_analyst,CA,5,CA29,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
2,9,nursing,N,1,N01,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
2,9,nursing,N,2,N08,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
2,9,nursing,N,3,N20,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
2,9,nursing,N,4,N30,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
2,9,nursing,N,5,N38,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
3,0,data_scientist,DS,1,DS20,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,0,data_scientist,DS,2,DS25,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,0,data_scientist,DS,3,DS40,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,0,data_scientist,DS,4,DS29,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,0,data_scientist,DS,5,DS03,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,1,software_engineer,SE,1,SE10,"Evidence: Internship, research, GPA 3.7; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,1,software_engineer,SE,2,SE05,"Evidence: Internship, research, GPA 3.7; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,1,software_engineer,SE,3,SE25,"Evidence: Internship, research, GPA 3.7; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,1,software_engineer,SE,4,SE18,"Evidence: Internship, research, GPA 3.7; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,1,software_engineer,SE,5,SE27,"Evidence: Internship, research, GPA 3.7; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,2,business_analyst,BA,1,BA05,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,2,business_analyst,BA,2,BA24,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,2,business_analyst,BA,3,BA09,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,2,business_analyst,BA,4,BA26,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,2,business_analyst,BA,5,BA35,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
3,3,lawyer,L,1,L31,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,3,lawyer,L,2,L18,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,3,lawyer,L,3,L04,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,3,lawyer,L,4,L29,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,3,lawyer,L,5,L02,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,4,financial_advisor,FA,1,FA24,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,4,financial_advisor,FA,2,FA06,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,4,financial_advisor,FA,3,FA19,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,4,financial_advisor,FA,4,FA03,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,4,financial_advisor,FA,5,FA27,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,5,hr_assistant,HA,1,HR16,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
3,5,hr_assistant,HA,2,HR30,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
3,5,hr_assistant,HA,3,HR40,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
3,5,hr_assistant,HA,4,HR02,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
3,5,hr_assistant,HA,5,HR08,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
3,6,product_manager,PM,1,PM22,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,6,product_manager,PM,2,PM29,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,6,product_manager,PM,3,PM30,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,6,product_manager,PM,4,PM04,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,6,product_manager,PM,5,PM37,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
3,7,doctor,D,1,D01,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,7,doctor,D,2,D22,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,7,doctor,D,3,D29,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,7,doctor,D,4,D33,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,7,doctor,D,5,D10,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
3,8,consulting_analyst,CA,1,CA38,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,8,consulting_analyst,CA,2,CA26,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,8,consulting_analyst,CA,3,CA18,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,8,consulting_analyst,CA,4,CA05,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,8,consulting_analyst,CA,5,CA08,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
3,9,nursing,N,1,N01,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
3,9,nursing,N,2,N08,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
3,9,nursing,N,3,N20,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
3,9,nursing,N,4,N30,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
3,9,nursing,N,5,N38,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
4,0,data_scientist,DS,1,DS01,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,0,data_scientist,DS,2,DS03,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,0,data_scientist,DS,3,DS04,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,0,data_scientist,DS,4,DS05,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,0,data_scientist,DS,5,DS06,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,1,software_engineer,SE,1,SE10,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,1,software_engineer,SE,2,SE05,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,1,software_engineer,SE,3,SE25,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,1,software_engineer,SE,4,SE18,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,1,software_engineer,SE,5,SE27,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,2,business_analyst,BA,1,BA01,"Evidence: Internship, research, GPA 3.6; Missing: none, all candidates equal in skills",True,False,0,gpt-4.1-mini
4,2,business_analyst,BA,2,BA05,"Evidence: Internship, research, GPA 3.6; Missing: none, all candidates equal in skills",True,False,0,gpt-4.1-mini
4,2,business_analyst,BA,3,BA24,"Evidence: Internship, research, GPA 3.6; Missing: none, all candidates equal in skills",True,False,0,gpt-4.1-mini
4,2,business_analyst,BA,4,BA09,"Evidence: Internship, research, GPA 3.6; Missing: none, all candidates equal in skills",True,False,0,gpt-4.1-mini
4,2,business_analyst,BA,5,BA36,"Evidence: Internship, research, GPA 3.6; Missing: none, all candidates equal in skills",True,False,0,gpt-4.1-mini
4,3,lawyer,L,1,L31,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,3,lawyer,L,2,L18,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,3,lawyer,L,3,L04,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,3,lawyer,L,4,L29,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,3,lawyer,L,5,L02,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,4,financial_advisor,FA,1,FA24,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,4,financial_advisor,FA,2,FA06,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,4,financial_advisor,FA,3,FA19,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,4,financial_advisor,FA,4,FA03,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,4,financial_advisor,FA,5,FA27,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
4,5,hr_assistant,HA,1,HR16,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
4,5,hr_assistant,HA,2,HR30,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
4,5,hr_assistant,HA,3,HR40,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
4,5,hr_assistant,HA,4,HR25,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
4,5,hr_assistant,HA,5,HR02,"Evidence: Internship, research, GPA 3.4; Missing: none",True,False,0,gpt-4.1-mini
4,6,product_manager,PM,1,PM22,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,6,product_manager,PM,2,PM29,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,6,product_manager,PM,3,PM30,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,6,product_manager,PM,4,PM04,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,6,product_manager,PM,5,PM37,"Evidence: Internship, research, GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
4,7,doctor,D,1,D01,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,7,doctor,D,2,D22,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,7,doctor,D,3,D29,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,7,doctor,D,4,D33,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,7,doctor,D,5,D10,"Evidence: Internship, research, high GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
4,8,consulting_analyst,CA,1,CA05,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
4,8,consulting_analyst,CA,2,CA26,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
4,8,consulting_analyst,CA,3,CA18,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
4,8,consulting_analyst,CA,4,CA08,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
4,8,consulting_analyst,CA,5,CA29,"Evidence: Internship, research, GPA 3.7; Missing: none relevant",True,False,0,gpt-4.1-mini
4,9,nursing,N,1,N01,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
4,9,nursing,N,2,N08,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
4,9,nursing,N,3,N20,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
4,9,nursing,N,4,N30,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
4,9,nursing,N,5,N38,"Evidence: Internship, research, GPA 3.5; Missing: none relevant",True,False,0,gpt-4.1-mini
5,0,data_scientist,DS,1,DS20,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
5,0,data_scientist,DS,2,DS25,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
5,0,data_scientist,DS,3,DS40,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
5,0,data_scientist,DS,4,DS29,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
5,0,data_scientist,DS,5,DS03,"Evidence: Internship, research, high GPA 3.8; Missing: none",True,False,0,gpt-4.1-mini
5,1,software_engineer,SE,1,SE10,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
5,1,software_engineer,SE,2,SE05,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
5,1,software_engineer,SE,3,SE25,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
5,1,software_engineer,SE,4,SE18,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
5,1,software_engineer,SE,5,SE27,"Evidence: Internship, research, GPA 3.7; Missing: none",True,False,0,gpt-4.1-mini
5,2,business_analyst,BA,1,BA05,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
5,2,business_analyst,BA,2,BA24,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
5,2,business_analyst,BA,3,BA09,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
5,2,business_analyst,BA,4,BA26,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
5,2,business_analyst,BA,5,BA35,"Evidence: Internship, research, GPA 3.6; Missing: none, all equal across candidates.",True,False,0,gpt-4.1-mini
5,3,lawyer,L,1,L31,"Evidence: JD, legal internship, published research, GPA 3.9; Missing: none",True,False,0,gpt-4.1-mini
